Gene	score_pos	pval_pos	qval_pos	fdrGuides_pos	score_neg	pval_neg	qval_neg	fdrGuides_neg
43435.NM_017418	1.53523711017969	0.203810124119952	0.939212109555952	1	0.115469856717808	0.810586289784179	0.999999999998326	0
A1BG.NM_130786	0.235776490325288	0.768926401565953	0.939212109555952	0	0.294273204022289	0.746954712087637	0.999999999998326	0
A1CF.NM_014576	1.48995715519555	0.21958025366863	0.939212109555952	0	-3.6770436080184	0.969900658394121	0.999999999998326	0
A2M.NM_000014	1.1140399343329	0.373976823162688	0.939212109555952	0	-0.762740604715689	0.884434087715878	0.999999999998326	0
A2ML1.NM_001282424	0.501547603000649	0.661134644523093	0.939212109555952	0	-2.57894790626697	0.947641532042963	0.999999999998326	0
A2ML1.NM_144670	2.07650036746244	0.0695311012263572	0.851711729266325	1	-6.47617386608121	0.99436598252957	0.999999999998326	0
A3GALT2.NM_001080438	1.06619777441839	0.395975090509811	0.939212109555952	0	-5.48236797773959	0.989325207966365	0.999999999998326	0
A4GALT.NM_017436	1.28342175992978	0.299748099000234	0.939212109555952	0	-6.59932943717823	0.994812751592675	0.999999999998326	0
A4GNT.NM_016161	1.27278005205903	0.304212865727587	0.939212109555952	0	-2.68061538462821	0.950137862969703	0.999999999998326	0
AAAS.NM_001173466	0.094756903830394	0.817261742257551	0.939212109555952	0	-0.487238135075723	0.871390033735057	0.999999999998326	0
AACS.NM_023928	0.63364297704031	0.601269891285255	0.939212109555952	0	0.392887048882316	0.707567807863478	0.999999999998326	0
AADAC.NM_001086	1.43152502372039	0.24093102428722	0.939212109555952	0	-2.38943978095376	0.942724395589705	0.999999999998326	0
AADACL2.NM_207365	0.298569185801219	0.745298883175713	0.939212109555952	0	-0.0728891384031729	0.849907629400018	0.999999999998326	0
AADACL3.NM_001103169	-0.427044207471296	0.868409095686246	0.939212109555952	0	0.401086173546775	0.704168857376245	0.999999999998326	0
AADACL4.NM_001013630	-0.517977121856156	0.872894084711325	0.939212109555952	0	0.100734948249566	0.815350362063705	0.999999999998326	0
AADAT.NM_001286683	0.42723314166794	0.693210339040186	0.939212109555952	0	-0.169528564815612	0.855120156556281	0.999999999998326	0
AADAT.NM_016228	1.31226325634522	0.287799449599442	0.939212109555952	1	-5.44196850157623	0.989055596618025	0.999999999998326	0
AADAT.NM_182662	2.04776356497441	0.0742684769085667	0.855918710239095	1	-3.76816068288858	0.971326400456509	0.999999999998326	0
AAED1.NM_153698	2.01425948506598	0.0800985165569475	0.871220610181145	1	-4.06806234685866	0.975628107831143	0.999999999998326	0
AAGAB.NM_001271885	0.834802382532972	0.505831101607808	0.939212109555952	0	0.115588284763223	0.810547695874702	0.999999999998326	0
AAGAB.NM_001271886	0.0982380019036793	0.816150225986595	0.939212109555952	0	0.423686671561708	0.694707174036755	0.999999999998326	0
AAK1.NM_014911	1.3287807680988	0.281059353537288	0.939212109555952	0	-3.39570005248929	0.96512316814167	0.999999999998326	0
AAMDC.NM_024684	-0.262567306888575	0.860021981581507	0.939212109555952	0	0.0510634600552759	0.830854474304668	0.999999999998326	0
AAMP.NM_001087	-0.930185301713369	0.891887211401718	0.939212109555952	0	0.660180655250465	0.588896575777785	0.999999999998326	0
AANAT.NM_001088	0.08318896158761	0.820925169330192	0.939212109555952	0	-0.427756003672123	0.868444621763171	0.999999999998326	0
AANAT.NM_001166579	0.483450597308353	0.669065646120554	0.939212109555952	0	0.0410171748605056	0.833885578305286	0.999999999998326	0
AAR2.NM_015511	1.25223768371688	0.312914111466939	0.939212109555952	1	-4.94186842731913	0.985195381035805	0.999999999998326	0
AARD.NM_001025357	1.50148747965161	0.215499311233617	0.939212109555952	1	-1.03992565034108	0.896580296663939	0.999999999998326	0
AARS.NM_001605	0.0797250396169515	0.82201309951595	0.939212109555952	0	-0.409944585054516	0.867553655052107	0.999999999998326	0
AARS2.NM_020745	1.77720656620677	0.131526014857852	0.939212109555952	1	-7.88287088626014	0.997904480654881	0.999999999998326	0
AARSD1.NM_001261434	0.0230146495825929	0.83922883141814	0.939212109555952	0	0.320470492821436	0.736769937814282	0.999999999998326	0
AASDH.NM_181806	0.905463348215019	0.471939015275998	0.939212109555952	0	0.0679144964314655	0.825691075063575	0.999999999998326	0
AASDHPPT.NM_015423	0.80336909939987	0.520908906874144	0.939212109555952	0	-4.13090810216512	0.976457265224574	0.999999999998326	0
AASS.NM_005763	0.0257764587208621	0.838416479622225	0.939212109555952	0	0.125247505457465	0.807383625790618	0.999999999998326	0
AATF.NM_012138	-0.559192744865696	0.874891482390506	0.939212109555952	0	0.442782082421364	0.686609865965376	0.999999999998326	0
AATK.NM_001080395	2.6778046247679	0.0138068100558704	0.418188434539398	2	-5.29836527051916	0.988048714010216	0.999999999998326	0
AATK.NM_004920	2.39959571874345	0.0308800475415024	0.707090704765978	1	-4.95895370153056	0.985344425666166	0.999999999998326	0
ABAT.NM_000663	0.443858625134908	0.686150624331419	0.939212109555952	0	0.24315340537633	0.766215610203304	0.999999999998326	0
ABAT.NM_001127448	0.163836964387156	0.794423851837967	0.939212109555952	0	0.101220554836006	0.815194553427329	0.999999999998326	0
ABAT.NM_020686	0.399118893186658	0.704986047504564	0.939212109555952	0	-2.0522614957727	0.933085216379604	0.999999999998326	0
ABCA1.NM_005502	1.09299108767444	0.383609478929643	0.939212109555952	0	-3.25480990616888	0.96250631359429	0.999999999998326	0
ABCA10.NM_080282	0.812664071264032	0.516452471212135	0.939212109555952	0	0.249552868876023	0.76384979596626	0.999999999998326	0
ABCA12.NM_015657	1.36650884998566	0.265956415019126	0.939212109555952	0	-3.8022032828424	0.971844461010676	0.999999999998326	0
ABCA12.NM_173076	0.651664187254482	0.592877701092415	0.939212109555952	0	-0.750791739263967	0.883888609387056	0.999999999998326	0
ABCA13.NM_152701	-0.528168677674961	0.873390042411865	0.939212109555952	0	0.318590682610428	0.737507667386058	0.999999999998326	0
ABCA2.NM_001606	2.06964178465996	0.0706400628610763	0.852715361312971	1	-0.119995363108275	0.852463860504579	0.999999999998326	0
ABCA2.NM_212533	0.715295438788064	0.562928359949806	0.939212109555952	0	-1.10828990987755	0.899428142695568	0.999999999998326	0
ABCA3.NM_001089	-2.60534730600897	0.948299085795305	0.953557131648943	0	0.506681694941428	0.658871370194626	0.999999999998326	0
ABCA4.NM_000350	0.132178697094902	0.805093395337896	0.939212109555952	0	0.505012432571841	0.659607867391895	0.999999999998326	0
ABCA5.NM_018672	0.639536087656188	0.598530508401251	0.939212109555952	0	0.0612038612614037	0.827759192342856	0.999999999998326	0
ABCA5.NM_172232	3.52486647250448	0.000636834034311551	0.0771052506234135	1	-15.0670677797557	0.99999724498251	0.999999999998326	0
ABCA6.NM_080284	0.566182437889428	0.632242452470596	0.939212109555952	0	0.051377320586628	0.830759209632738	0.999999999998326	0
ABCA7.NM_019112	1.94084759323107	0.0940725850843693	0.897956160379451	1	-0.931362595364583	0.891938359216215	0.999999999998326	0
ABCA8.NM_007168	0.26769428044936	0.757071978745048	0.939212109555952	0	0.201889245838928	0.78115093683601	0.999999999998326	0
ABCA9.NM_080283	0.397691381582127	0.705578370811921	0.939212109555952	0	0.173650259086096	0.791047434046523	0.999999999998326	0
ABCB1.NM_000927	2.49737930278409	0.0235355796681507	0.608355821547671	1	-3.81349488072133	0.97201456613197	0.999999999998326	0
ABCB10.NM_012089	0.609946606974177	0.61223345920036	0.939212109555952	0	-1.27734601169836	0.906223992891293	0.999999999998326	0
ABCB11.NM_003742	1.46798855778486	0.227477219409183	0.939212109555952	0	-1.20316588998489	0.903284983967747	0.999999999998326	0
ABCB4.NM_000443	0.282086043819152	0.751621091643839	0.939212109555952	0	-0.0189130158871501	0.846942509258205	0.999999999998326	0
ABCB5.NM_001163941	0.528074450902356	0.649379888662209	0.939212109555952	0	0.110797900451275	0.812104946944318	0.999999999998326	0
ABCB5.NM_178559	0.799092909578918	0.522958264540543	0.939212109555952	0	0.0664393238989086	0.826147048807005	0.999999999998326	0
ABCB6.NM_005689	0.0878676027854437	0.819449100561125	0.939212109555952	0	0.245127123844039	0.765487351448571	0.999999999998326	0
ABCB7.NM_001271698	1.91495993205897	0.0994066057179907	0.91705093554343	1	-4.65249634301196	0.982465967025049	0.999999999998326	0
ABCB8.NM_007188	0.680942241561126	0.579153670142204	0.939212109555952	0	0.304875333342577	0.742858024586179	0.999999999998326	0
ABCB9.NM_001243014	0.498115065808055	0.662644586354848	0.939212109555952	0	-2.56129786756065	0.947198215000616	0.999999999998326	0
ABCC1.NM_004996	0.607208560567194	0.613494701821577	0.939212109555952	0	-3.12225447110774	0.959899957658615	0.999999999998326	0
ABCC10.NM_001198934	0.920532265229056	0.46472921315855	0.939212109555952	0	0.0629782110527656	0.82721389290578	0.999999999998326	0
ABCC10.NM_033450	0.939679447335133	0.45558512790534	0.939212109555952	0	-1.58998413363875	0.917888264051778	0.999999999998326	0
ABCC11.NM_033151	-0.269520139842246	0.86038371713888	0.939212109555952	0	0.817060244995114	0.514343993650002	0.999999999998326	0
ABCC11.NM_145186	1.21413295981894	0.329330524909875	0.939212109555952	0	-1.73886091830291	0.923042815497655	0.999999999998326	0
ABCC12.NM_033226	0.0572175523927894	0.828980269140215	0.939212109555952	0	0.250858335211866	0.763365564384214	0.999999999998326	0
ABCC2.NM_000392	2.21212075980967	0.0502473888706549	0.811316173224705	1	-5.95644870169209	0.992081918141331	0.999999999998326	0
ABCC3.NM_003786	0.544874960396266	0.641859585898388	0.939212109555952	0	0.323050688785688	0.735755620963842	0.999999999998326	0
ABCC4.NM_005845	1.18286887930871	0.343051886485701	0.939212109555952	1	-4.72687182591797	0.983205604481856	0.999999999998326	0
ABCC5.NM_005688	-1.17480591601771	0.902143669766903	0.939212109555952	0	0.390934732830274	0.70837445724673	0.999999999998326	0
ABCC6.NM_001171	-1.14071306027806	0.900758613257945	0.939212109555952	0	0.452733994135605	0.682353545207791	0.999999999998326	0
ABCC8.NM_001287174	0.191284253914336	0.784898755419111	0.939212109555952	0	-0.9835798699522	0.894189456658989	0.999999999998326	0
ABCC9.NM_020297	1.68433307119943	0.156854777365557	0.939212109555952	1	-1.65580611284185	0.920198414033842	0.999999999998326	0
ABCD2.NM_005164	0.608206004858679	0.613035381155799	0.939212109555952	0	-0.462810867473828	0.870186039362995	0.999999999998326	0
ABCD3.NM_002858	0.315466807309529	0.738731283845213	0.939212109555952	0	0.344103602938201	0.727405678169255	0.999999999998326	0
ABCD4.NM_005050	1.62827594405299	0.173602256871917	0.939212109555952	1	-1.6731276517214	0.920798098388547	0.999999999998326	0
ABCE1.NM_002940	0.903282905203192	0.472983077877523	0.939212109555952	0	0.297707782723107	0.745631353671184	0.999999999998326	0
ABCF1.NM_001025091	1.26641216083475	0.30689862347265	0.939212109555952	1	-5.18295141563536	0.987182177324091	0.999999999998326	0
ABCF2.NM_005692	1.02196309932472	0.416615504685649	0.939212109555952	0	-1.0344814029055	0.896351014672894	0.999999999998326	0
ABCF3.NM_018358	0.903885971248148	0.472694292589714	0.939212109555952	0	-4.64776387945668	0.98241797768674	0.999999999998326	0
ABCG1.NM_016818	0.818080199891371	0.513854746948915	0.939212109555952	0	-4.2065522914394	0.977423685046567	0.999999999998326	0
ABCG1.NM_207174	0.0639975582979543	0.826900126421505	0.939212109555952	0	-0.329074185563387	0.863456094844123	0.999999999998326	0
ABCG1.NM_207627	1.04248455634991	0.407007642608867	0.939212109555952	0	-1.79848868283721	0.925036906234477	0.999999999998326	0
ABCG1.NM_207628	1.0728414412276	0.392898605521341	0.939212109555952	0	-3.55369624634178	0.967877430026831	0.999999999998326	0
ABCG1.NM_207629	0.569391633896109	0.630786596113644	0.939212109555952	0	-0.854256465791631	0.888551569592461	0.999999999998326	0
ABCG2.NM_001257386	-0.75655191705619	0.884151795299001	0.939212109555952	0	0.458135046500804	0.680033398208703	0.999999999998326	0
ABCG2.NM_004827	0.763652446327788	0.539914648586202	0.939212109555952	0	0.284781399065661	0.750593024612698	0.999999999998326	0
ABCG4.NM_001142505	0.378382113027871	0.713535947730534	0.939212109555952	0	-1.94563338020945	0.929788962525203	0.999999999998326	0
ABCG4.NM_022169	0.8240218616605	0.511004290229532	0.939212109555952	0	0.0199790775271599	0.84011862548223	0.999999999998326	0
ABCG5.NM_022436	4.0815449048892	4.97931583310954e-05	0.0145778090501619	1	-5.7498778056077	0.990968796942191	0.999999999998326	0
ABCG8.NM_022437	2.94426663296306	0.00581266794144207	0.249897712260931	2	-5.01989592596565	0.985865591299707	0.999999999998326	0
ABHD1.NM_032604	0.0114864298203807	0.842590865085444	0.939212109555952	0	-0.0590629961314261	0.849151778544639	0.999999999998326	0
ABHD10.NM_018394	-0.97644887101951	0.893884052069449	0.939212109555952	0	0.18989743434617	0.78538608930578	0.999999999998326	0
ABHD11.NM_001145364	-0.826153019996956	0.887298465916087	0.939212109555952	0	0.160668257735768	0.795507138679588	0.999999999998326	0
ABHD12.NM_015600	1.1705144339713	0.348532923553071	0.939212109555952	0	-3.93685883098252	0.973817873854709	0.999999999998326	0
ABHD12B.NM_181814	0.663094374349074	0.587532395874474	0.939212109555952	0	0.0236929415700457	0.839029567736964	0.999999999998326	0
ABHD13.NM_032859	-1.20445298374463	0.903336548664506	0.939212109555952	0	0.713415050605404	0.563819486610294	0.999999999998326	0
ABHD14A.NM_015407	0.290150874096137	0.748538268394004	0.939212109555952	0	-0.228661046981743	0.858248816761798	0.999999999998326	0
ABHD14B.NM_032750	-1.60857344758971	0.918545738383313	0.939298361536171	0	0.38174199884801	0.712158657368024	0.999999999998326	0
ABHD15.NM_198147	0.235447492054909	0.769046888379532	0.939212109555952	0	-1.21066637152293	0.903585190923631	0.999999999998326	0
ABHD16A.NM_001177515	0.117386282348612	0.809961161330615	0.939212109555952	0	0.194791714933392	0.78366335643452	0.999999999998326	0
ABHD16A.NM_021160	0.890348691552343	0.479179948588616	0.939212109555952	0	0.118162199718243	0.809707700748447	0.999999999998326	0
ABHD16B.NM_080622	1.10007691094924	0.380358395949868	0.939212109555952	0	-2.14128997559555	0.935744602445256	0.999999999998326	0
ABHD17A.NM_031213	-1.58048718478172	0.917550833008048	0.939298361536171	0	0.601002173919024	0.616349132276363	0.999999999998326	0
ABHD17B.NM_016014	1.14257513732189	0.361043845736229	0.939212109555952	0	0.10498411907019	0.813984230894468	0.999999999998326	0
ABHD17C.NM_021214	1.79717999800891	0.126470112186137	0.939212109555952	1	-2.87399833924712	0.954623549743094	0.999999999998326	0
ABHD2.NM_152924	1.12020173437009	0.371171503098828	0.939212109555952	1	-4.4102012273871	0.979860656805897	0.999999999998326	0
ABHD3.NM_138340	0.788963200046403	0.527810392500964	0.939212109555952	0	-2.12591040227531	0.935291160112349	0.999999999998326	0
ABHD4.NM_022060	1.51242907632042	0.211667733286924	0.939212109555952	0	-2.95899351310532	0.956489580037271	0.999999999998326	0
ABHD5.NM_016006	1.92656151166675	0.096989436349995	0.907784282666407	1	-3.31677626661319	0.963676370421678	0.999999999998326	0
ABHD6.NM_020676	-1.30625013358093	0.907351142240748	0.939212109555952	0	0.442183267377326	0.686865188963056	0.999999999998326	0
ABI1.NM_001178116	0.780386705066659	0.531915335962224	0.939212109555952	0	-1.99071539477384	0.931197533337135	0.999999999998326	0
